Simulation,Iteration,Estimated Distance,GDOP,Deviation,Actual Distance,Average Satellites Used
sim,1,299.74666680064576,0.37040252951201064,21.946666800645744,277.8,4.0
sim,2,317.36284562023195,0.3756579361512566,39.56284562023194,277.8,4.0
sim,3,250.0068849540063,0.37742990832218687,27.793115045993716,277.8,4.0
sim,4,252.03802304931966,0.36127310883861957,25.76197695068035,277.8,4.0
sim,6,253.69055263255103,0.34809349040267307,24.10944736744898,277.8,4.0
sim,7,249.78752890128595,0.4080090961398175,28.01247109871406,277.8,4.0
sim,10,252.36493233051758,0.3722669685047896,25.435067669482436,277.8,4.0
sim,11,250.24956066473558,0.3866030183390505,27.55043933526443,277.8,4.0
sim,12,424.3641349322926,0.4154026412705838,146.56413493229257,277.8,4.0
sim,13,565.5727550058548,0.37772405049009583,287.7727550058548,277.8,4.0
sim,14,279.29815001991835,0.37089496296823543,1.4981500199183415,277.8,4.0
sim,15,756.417531414051,0.38264899569521416,478.61753141405103,277.8,4.0
sim,16,259.85947158807187,0.3628136944835073,17.940528411928142,277.8,4.0
sim,17,278.42594560509394,0.363138627633261,0.625945605093932,277.8,4.0
sim,18,269.7368224302077,0.3845045038377588,8.063177569792288,277.8,4.0
sim,19,254.38616208834364,0.34848566355844435,23.413837911656373,277.8,4.0
sim,20,254.06115817275534,0.35108134977667577,23.73884182724467,277.8,4.0
sim,21,255.82368455028842,0.3958615509083264,21.976315449711592,277.8,4.0
sim,22,251.30178097541213,0.36401594128511106,26.498219024587883,277.8,4.0
sim,23,256.16032987066745,0.35708774354534706,21.639670129332558,277.8,4.0
sim,25,250.12517581666677,0.3719067473114474,27.674824183333243,277.8,4.0
sim,28,278.26760129388117,0.3776046283953096,0.46760129388115956,277.8,4.0
sim,29,259.4150502903731,0.3834362579246594,18.384949709626937,277.8,4.0
sim,31,678.7572244306256,0.37887770105384033,400.95722443062556,277.8,4.0
sim,35,263.67146449118707,0.3644394363668676,14.128535508812945,277.8,4.0
sim,36,251.88019906078117,0.3538070633837709,25.919800939218845,277.8,4.0
sim,37,285.24843834736356,0.38027495377648896,7.448438347363549,277.8,4.0
sim,38,302.937391465908,0.3751769986286457,25.137391465907967,277.8,4.0
sim,39,281.04671823119116,0.3986434056233295,3.246718231191153,277.8,4.0
sim,41,263.2029253850307,0.3684585825689178,14.597074614969301,277.8,4.0
sim,42,333.7864687823375,0.4132153609605901,55.98646878233751,277.8,4.0
sim,44,287.2142851930764,0.36977891061650076,9.41428519307641,277.8,4.0
sim,46,254.38564781629563,0.40673911321247785,23.41435218370438,277.8,4.0
sim,47,247.86719718113815,0.36321951382774936,29.93280281886186,277.8,4.0
sim,48,250.84089995520586,0.35479438434604177,26.959100044794155,277.8,4.0
sim,50,256.1232038346162,0.37795715600192215,21.67679616538379,277.8,4.0
sim,51,258.28152978892234,0.4021037194006294,19.51847021107767,277.8,4.0
sim,52,253.0037296072075,0.3482582697945302,24.796270392792508,277.8,4.0
sim,53,277.8727810738978,0.4102058433983455,0.07278107389777233,277.8,4.0
sim,54,280.55150610200616,0.38081111630962744,2.7515061020061466,277.8,4.0
sim,59,261.10813170454577,0.4096054744861789,16.691868295454242,277.8,4.0
sim,60,248.8329232853606,0.37089020918184656,28.967076714639404,277.8,4.0
sim,61,271.15680488705067,0.36616957630851116,6.643195112949343,277.8,4.0
sim,62,250.12448770529087,0.3651288697841306,27.675512294709137,277.8,4.0
sim,63,251.40302290577395,0.3551679832236602,26.39697709422606,277.8,4.0
sim,64,254.14618943508302,0.40184554432397623,23.653810564916995,277.8,4.0
sim,65,246.4678390473332,0.36344249460085526,31.33216095266681,277.8,4.0
sim,66,261.7595366056585,0.4122031322331305,16.040463394341486,277.8,4.0
sim,67,250.03444185540118,0.3927209319460569,27.765558144598828,277.8,4.0
sim,69,252.19199371761823,0.3817826796568467,25.60800628238178,277.8,4.0
sim,70,254.9819452465034,0.36277254829621264,22.818054753496625,277.8,4.0
sim,71,268.4460630094976,0.41518801016195084,9.353936990502405,277.8,4.0
sim,72,271.9649046249305,0.3774040509088985,5.8350953750695,277.8,4.0
sim,73,248.3674432873154,0.3809126184604948,29.4325567126846,277.8,4.0
sim,75,392.34257445026367,0.37724293811838067,114.54257445026366,277.8,4.0
sim,76,246.87651722364993,0.3806835296340708,30.923482776350085,277.8,4.0
sim,77,274.95796911711824,0.3683841042970618,2.8420308828817724,277.8,4.0
sim,78,1826.5799472423557,0.38620637398484853,1548.7799472423558,277.8,4.0
sim,79,5368.783768866522,0.3835090825616981,5090.983768866522,277.8,4.0
sim,80,266.2911714137386,0.38264533628703723,11.508828586261416,277.8,4.0
sim,81,247.36443066683196,0.35827703161905666,30.435569333168047,277.8,4.0
sim,82,256.1809692325798,0.37051976828506417,21.619030767420213,277.8,4.0
sim,83,266.4512142755358,0.3860001938800774,11.348785724464221,277.8,4.0
sim,84,252.01501809022423,0.3775823014287207,25.78498190977578,277.8,4.0
sim,85,8250.426482577323,0.41657044219978423,7972.626482577322,277.8,4.0
sim,86,263.4533463656977,0.4084676480927829,14.3466536343023,277.8,4.0
sim,87,257.32398087149403,0.3725727968473735,20.476019128505982,277.8,4.0
sim,88,251.63438416983388,0.3675173773270727,26.165615830166132,277.8,4.0
sim,89,274.9001927026289,0.38304536789760957,2.899807297371126,277.8,4.0
sim,90,250.62237097897017,0.4060550973796794,27.177629021029844,277.8,4.0
sim,91,251.339102733869,0.35078520992126605,26.460897266131013,277.8,4.0
sim,92,251.06725553155587,0.4101858119094949,26.73274446844414,277.8,4.0
sim,96,6687.519992618982,0.3695636982924922,6409.719992618981,277.8,4.0
sim,97,254.3375853878562,0.39471974290329553,23.462414612143817,277.8,4.0
sim,98,257.13392888174934,0.35971269431332986,20.66607111825067,277.8,4.0
sim,101,250.72962585796665,0.39301831628999345,27.07037414203336,277.8,4.0
sim,102,278.0499721975088,0.37894319264077275,0.2499721975087823,277.8,4.0
sim,103,260.97380925144523,0.3683987747814272,16.82619074855478,277.8,4.0
sim,104,254.12254977255537,0.35624487848566316,23.677450227444638,277.8,4.0
sim,105,259.0436829190195,0.3678255172147661,18.756317080980523,277.8,4.0
sim,106,258.07399388711076,0.3579417913121533,19.72600611288925,277.8,4.0
sim,107,253.84044054223705,0.35909308234726256,23.959559457762964,277.8,4.0
sim,108,1789.0646826212671,0.3726433277016569,1511.2646826212672,277.8,4.0
sim,111,252.36867199092703,0.35191043452489645,25.431328009072985,277.8,4.0
sim,112,255.03306968097803,0.35638646000327007,22.76693031902198,277.8,4.0
sim,114,251.02941844881656,0.36599832027709955,26.770581551183454,277.8,4.0
sim,115,256.5061879457596,0.36776167361625406,21.29381205424039,277.8,4.0
sim,116,261.77231985768356,0.37558026133809846,16.027680142316456,277.8,4.0
sim,117,2826.008520984055,0.36978903713491734,2548.2085209840548,277.8,4.0
sim,119,2239.7036679125067,0.3814704449000548,1961.9036679125068,277.8,4.0
sim,120,253.1407285464865,0.36601748968006304,24.659271453513497,277.8,4.0
sim,121,247.3693382444437,0.4002388664233566,30.430661755556315,277.8,4.0
sim,122,250.28275963851954,0.3657638448902082,27.517240361480475,277.8,4.0
sim,123,249.8284598382517,0.3866880534100966,27.971540161748322,277.8,4.0
sim,124,255.82807625015005,0.39528108576184773,21.971923749849964,277.8,4.0
sim,125,253.3922861669751,0.373685009480533,24.4077138330249,277.8,4.0
sim,126,266.87802106448794,0.38297117742859965,10.921978935512072,277.8,4.0
sim,127,251.61180766508764,0.3580526510917866,26.188192334912372,277.8,4.0
sim,128,253.3338018024416,0.3602883280884043,24.466198197558413,277.8,4.0
sim,131,290.6000585897008,0.36883441433645997,12.800058589700768,277.8,4.0
sim,132,251.00551860135252,0.3765403508857244,26.79448139864749,277.8,4.0
sim,133,247.27520900752305,0.37206801002754203,30.524790992476966,277.8,4.0
sim,134,299.2033604156271,0.37869530839135446,21.403360415627105,277.8,4.0
sim,135,256.2158765425841,0.3638347480224188,21.5841234574159,277.8,4.0
sim,136,306.99913497811116,0.38701285952429226,29.199134978111147,277.8,4.0
sim,137,261.3537007096092,0.41245057613932196,16.44629929039081,277.8,4.0
sim,138,249.38727964148686,0.3564046142238415,28.412720358513155,277.8,4.0
sim,139,277.8389834583296,0.3815376100930984,0.03898345832959649,277.8,4.0
sim,141,253.62290285217978,0.37796462349396687,24.177097147820234,277.8,4.0
sim,143,251.69476677082,0.39820445006841554,26.105233229180016,277.8,4.0
sim,144,255.9111248364722,0.35280598222986753,21.888875163527814,277.8,4.0
sim,145,248.44770775458804,0.3746328879331838,29.352292245411974,277.8,4.0
sim,146,249.2209356282383,0.35893184482873663,28.579064371761717,277.8,4.0
sim,147,286.8673066902947,0.36756713294273347,9.067306690294686,277.8,4.0
sim,148,256.0378128454765,0.4074500595519898,21.76218715452353,277.8,4.0
sim,150,2577.40388513665,0.3725231922550685,2299.6038851366498,277.8,4.0
sim,151,317.80356700952495,0.375220383654683,40.00356700952494,277.8,4.0
sim,152,254.5933221770017,0.39531228293059256,23.2066778229983,277.8,4.0
sim,153,256.9650631499564,0.3655704213718581,20.83493685004362,277.8,4.0
sim,154,251.61796372833413,0.36264533553697365,26.18203627166588,277.8,4.0
sim,155,248.0534921586865,0.38978572996681904,29.746507841313502,277.8,4.0
sim,158,248.72604876098436,0.3679296428905064,29.073951239015656,277.8,4.0
sim,159,276.9568858940036,0.367120692290609,0.843114105996392,277.8,4.0
sim,161,722.5230505817109,0.41507737043413206,444.7230505817109,277.8,4.0
sim,163,249.24687323879763,0.3935057664915083,28.55312676120238,277.8,4.0
sim,164,342.5500757134838,0.3805844982000711,64.7500757134838,277.8,4.0
sim,165,272.15862245127056,0.3649342096543318,5.6413775487294515,277.8,4.0
sim,166,247.09807542247557,0.3797828745922404,30.701924577524437,277.8,4.0
sim,167,289.33259418296774,0.38054596046200595,11.532594182967728,277.8,4.0
sim,168,249.3349718258213,0.37670953055724815,28.465028174178713,277.8,4.0
sim,169,248.22750702743406,0.3633901981318381,29.572492972565954,277.8,4.0
sim,171,252.08556636459727,0.39581145551601493,25.71443363540274,277.8,4.0
sim,172,280.1465572217578,0.38259877238129447,2.3465572217577915,277.8,4.0
sim,174,254.7173724321451,0.3659925182304882,23.0826275678549,277.8,4.0
sim,175,248.25694445008443,0.3793284054386195,29.54305554991558,277.8,4.0
sim,176,1804.9011394845568,0.37179825127918525,1527.1011394845568,277.8,4.0
sim,177,248.4257722543321,0.405793112587219,29.374227745667923,277.8,4.0
sim,178,268.8472783237673,0.364400652339556,8.952721676232727,277.8,4.0
sim,179,376.50320459770256,0.41432292525098174,98.70320459770255,277.8,4.0
sim,182,247.98588496078693,0.37701802305129567,29.81411503921308,277.8,4.0
sim,183,262.14074062961936,0.37780482676503335,15.659259370380653,277.8,4.0
sim,184,248.90487001273536,0.3610238169941438,28.895129987264653,277.8,4.0
sim,185,254.80724173816571,0.3557899460430009,22.992758261834297,277.8,4.0
sim,186,389.1382369544688,0.37048259998993827,111.33823695446881,277.8,4.0
sim,188,252.69049455876134,0.36522292311793675,25.109505441238667,277.8,4.0
sim,189,251.5764278960394,0.36984988911341754,26.223572103960606,277.8,4.0
sim,190,251.23132866785866,0.4050869651417757,26.56867133214135,277.8,4.0
sim,191,267.7203692445611,0.3802823785643714,10.079630755438927,277.8,4.0
sim,192,256.4213887009009,0.36426025695743625,21.378611299099134,277.8,4.0
sim,194,251.32261699766843,0.36264034336030476,26.477383002331578,277.8,4.0
sim,196,246.75800465700755,0.3942856950936822,31.041995342992465,277.8,4.0
sim,197,247.1388410782964,0.3813263602136597,30.661158921703617,277.8,4.0
sim,198,251.27354551804106,0.3574832970277912,26.52645448195895,277.8,4.0
sim,199,342.77652004565584,0.36711900232026656,64.97652004565583,277.8,4.0
sim,201,257.3460047725507,0.3760949136664021,20.453995227449298,277.8,4.0
sim,203,283.93185964024264,0.3788869691609647,6.131859640242624,277.8,4.0
sim,204,654.7260352596675,0.36890454975369485,376.92603525966746,277.8,4.0
sim,206,251.07825496917678,0.3570463642103111,26.72174503082323,277.8,4.0
sim,207,492.2549780167246,0.3869640909597537,214.45497801672457,277.8,4.0
sim,209,256.0556076935475,0.3601545354863185,21.74439230645254,277.8,4.0
sim,210,254.2262588950093,0.3593008559495158,23.573741104990717,277.8,4.0
sim,211,250.02596116693778,0.37099103057437105,27.774038833062235,277.8,4.0
sim,212,251.37039974648812,0.3582683336694062,26.429600253511893,277.8,4.0
sim,213,257.89021630847515,0.37560624613401544,19.909783691524865,277.8,4.0
sim,214,251.82779025947312,0.36435958912049005,25.972209740526893,277.8,4.0
sim,215,264.58172491134826,0.3711375865316991,13.218275088651751,277.8,4.0
sim,216,282.4748702680685,0.38250268147936883,4.674870268068503,277.8,4.0
sim,218,268.2795686512454,0.3826078875753616,9.520431348754585,277.8,4.0
sim,220,275.7710566025784,0.3857892293549486,2.0289433974215854,277.8,4.0
sim,221,288.4911589185022,0.3656003301618652,10.691158918502197,277.8,4.0
sim,222,257.8869221631859,0.3694346731937017,19.913077836814125,277.8,4.0
sim,223,253.54813143530916,0.4029961909017966,24.251868564690852,277.8,4.0
sim,225,253.8198690551558,0.3577972305159397,23.980130944844205,277.8,4.0
sim,226,284.9899272521066,0.3814335331643135,7.1899272521065996,277.8,4.0
sim,227,299.63009780876007,0.38622572669406147,21.83009780876006,277.8,4.0
sim,228,317.306527898383,0.3669387375831603,39.50652789838301,277.8,4.0
sim,229,251.09637715103509,0.3728615863000859,26.703622848964926,277.8,4.0
sim,230,248.51225975157584,0.39105416070279875,29.28774024842417,277.8,4.0
sim,231,254.77399158971912,0.3942591392868464,23.026008410280895,277.8,4.0
sim,232,248.25974012703566,0.383641263295614,29.540259872964356,277.8,4.0
sim,233,252.90906209207802,0.403994197783584,24.890937907921995,277.8,4.0
sim,234,267.9627941369958,0.3804894909009253,9.837205863004215,277.8,4.0
sim,236,280.5093155512206,0.3815134302949445,2.709315551220584,277.8,4.0
sim,237,253.2106493645885,0.36103539856802075,24.589350635411506,277.8,4.0
sim,238,250.96262966665284,0.3609401469071667,26.837370333347167,277.8,4.0
sim,239,248.79705830163397,0.37092177091368306,29.002941698366044,277.8,4.0
sim,240,254.42115989205485,0.40397427637268785,23.378840107945166,277.8,4.0
sim,242,254.08007728958813,0.37618344986794383,23.71992271041188,277.8,4.0
sim,243,1631.5313047342577,0.37874440849253577,1353.7313047342577,277.8,4.0
sim,244,247.86496571913256,0.3891192155236806,29.935034280867455,277.8,4.0
sim,245,1308.062745638018,0.3836760002792634,1030.262745638018,277.8,4.0
sim,246,276.9698440627106,0.38069582166278343,0.8301559372894189,277.8,4.0
sim,247,255.64908793138824,0.34677991086828913,22.150912068611774,277.8,4.0
sim,248,247.24729601545863,0.37913349403655905,30.55270398454138,277.8,4.0
sim,249,284.3478790581484,0.36572078746360814,6.547879058148396,277.8,4.0
sim,250,247.39940213399538,0.37853555760605095,30.40059786600463,277.8,4.0
sim,251,256.6199138090258,0.35905114984674974,21.180086190974237,277.8,4.0
